Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.076153039932251	0	7.0	3.8122609	18.0	3.0	7.0	3.812260921465546	315	315
3.254884958267212	1	10.857142	4.9764752	20.0	4.0	10.857142857142858	4.976475270957245	304	619
3.3426380157470703	2	18.9375	10.484922	47.0	6.0	18.9375	10.484922210011861	303	922
3.434238910675049	3	25.916666	15.228582	59.0	14.0	25.916666666666668	15.228582410133328	311	1233
3.5196380615234375	4	16.31579	5.572986	35.0	11.0	16.31578947368421	5.572985891346968	310	1543
3.6045620441436768	5	10.033334	1.7220788	14.0	7.0	10.033333333333333	1.7220788470785986	301	1844
3.6921660900115967	6	7.4634147	1.4158951	11.0	5.0	7.463414634146342	1.4158951486536577	306	2150
3.779729127883911	7	5.826923	1.528211	11.0	4.0	5.826923076923077	1.5282110436987557	303	2453
3.871483087539673	8	5.611111	1.6149379	11.0	4.0	5.611111111111111	1.614937983749848	303	2756
3.9605801105499268	9	5.509091	1.8475806	12.0	3.0	5.509090909090909	1.8475805040669444	303	3059
4.047518014907837	10	6.285714	2.1285236	12.0	3.0	6.285714285714286	2.1285234893930487	308	3367
4.137391090393066	11	7.414634	3.146625	16.0	3.0	7.414634146341464	3.1466250581210025	304	3671
4.226560115814209	12	9.176471	4.0690403	24.0	4.0	9.176470588235293	4.069040848357944	312	3983
4.313628911972046	13	8.771428	3.295761	16.0	3.0	8.771428571428572	3.2957610375035578	307	4290
4.4034950733184814	14	8.970589	3.9962134	24.0	3.0	8.970588235294118	3.9962136058262705	305	4595
4.494547128677368	15	9.625	4.442339	22.0	4.0	9.625	4.442338910979215	308	4903
4.582519054412842	16	11.407408	6.561726	28.0	3.0	11.407407407407407	6.561725491561788	308	5211
4.66487193107605	17	13.681818	7.1311507	33.0	5.0	13.681818181818182	7.131150383011424	301	5512
4.760304927825928	18	29.0	21.23462	89.0	10.0	29.0	21.234620102772993	319	5831
4.862065076828003	19	26.833334	20.98346	75.0	7.0	26.833333333333332	20.983459094142596	322	6153
4.947547912597656	20	15.25	9.01041	44.0	6.0	15.25	9.01041064547005	305	6458
5.0370330810546875	21	11.178572	6.047748	38.0	5.0	11.178571428571429	6.047747936384321	313	6771
5.122699975967407	22	10.448276	6.605046	32.0	4.0	10.448275862068966	6.605046173826711	303	7074
5.210129022598267	23	10.2	3.7184224	21.0	5.0	10.2	3.718422604635824	306	7380
5.299864053726196	24	25.166666	20.85599	73.0	6.0	25.166666666666668	20.85598768273088	302	7682
5.399334907531738	25	31.1	19.841623	63.0	9.0	31.1	19.841622917493417	311	7993
5.503345012664795	26	31.545454	20.672176	76.0	9.0	31.545454545454547	20.672175574312604	347	8340
5.6331939697265625	27	35.454544	25.396362	93.0	7.0	35.45454545454545	25.396362074351718	390	8730
5.735804080963135	28	52.0	31.134119	115.0	17.0	52.0	31.13411847689498	312	9042
5.836277008056641	29	51.5	20.172174	93.0	32.0	51.5	20.17217555611359	309	9351
5.93599796295166	30	46.142857	16.965752	82.0	29.0	46.142857142857146	16.96575181634688	323	9674
6.036936044692993	31	41.125	19.120914	83.0	13.0	41.125	19.12091459632619	329	10003
6.149368047714233	32	54.166668	15.931276	89.0	42.0	54.166666666666664	15.931276017807097	325	10328
6.276443958282471	33	84.25	45.515793	158.0	41.0	84.25	45.515793962096275	337	10665
6.400236129760742	34	100.666664	47.020092	160.0	45.0	100.66666666666667	47.02009026882965	302	10967
6.508492946624756	35	57.833332	7.733405	66.0	42.0	57.833333333333336	7.733405172080121	347	11314
6.607142925262451	36	50.833332	22.438187	85.0	28.0	50.833333333333336	22.43818669639377	305	11619
6.724851131439209	37	59.5	23.185843	107.0	34.0	59.5	23.18584338197197	357	11976
6.8571391105651855	38	63.166668	34.148773	122.0	13.0	63.166666666666664	34.148775803663725	379	12355
6.979238033294678	39	71.6	14.122323	90.0	53.0	71.6	14.122322755127783	358	12713
7.092530012130737	40	49.857143	1.9587585	53.0	47.0	49.857142857142854	1.9587584572574415	349	13062
7.217555999755859	41	47.857143	2.9965968	53.0	44.0	47.857142857142854	2.996596709057576	335	13397
7.33641505241394	42	43.42857	1.4982983	46.0	41.0	43.42857142857143	1.4982983545287878	304	13701
7.4515540599823	43	41.125	1.8328598	45.0	39.0	41.125	1.8328597873268975	329	14030
7.55307412147522	44	40.125	1.1659224	42.0	38.0	40.125	1.165922381636102	321	14351
7.653499126434326	45	39.75	1.8540496	42.0	36.0	39.75	1.8540496217739157	318	14669
7.753961086273193	46	35.333332	10.055402	40.0	7.0	35.333333333333336	10.055402085998905	318	14987
7.861599922180176	47	40.625	2.2325714	44.0	37.0	40.625	2.2325713874364688	325	15312
7.963359117507935	48	36.22222	9.089405	42.0	11.0	36.22222222222222	9.089405038318915	326	15638
8.058157920837402	49	39.875	1.8998355	42.0	37.0	39.875	1.899835519196333	319	15957
8.15904712677002	50	42.0	2.0	45.0	40.0	42.0	2.0	336	16293
8.262892961502075	51	41.375	1.3169568	44.0	40.0	41.375	1.3169567191065923	331	16624
8.362591981887817	52	40.75	2.046338	44.0	38.0	40.75	2.0463381929681126	326	16950
8.45208191871643	53	43.0	3.927922	52.0	40.0	43.0	3.927922024247863	301	17251
8.553128004074097	54	45.857143	2.3560605	50.0	43.0	45.857142857142854	2.3560603574958066	321	17572
8.658607959747314	55	49.0	5.0142655	59.0	41.0	49.0	5.0142653642240695	343	17915
8.78297209739685	56	71.8	27.73013	126.0	48.0	71.8	27.730128019899222	359	18274
8.924293994903564	57	77.2	36.14637	117.0	12.0	77.2	36.14636911226354	386	18660
9.047544956207275	58	111.0	20.704268	140.0	93.0	111.0	20.704266871026046	333	18993
9.189496994018555	59	97.5	30.020826	147.0	73.0	97.5	30.02082610455615	390	19383
9.305252075195312	60	67.8	14.851263	84.0	41.0	67.8	14.851262572589578	339	19722
9.41586709022522	61	62.2	7.6	72.0	52.0	62.2	7.6000000000000005	311	20033
9.528999090194702	62	66.6	13.749182	91.0	50.0	66.6	13.74918179383777	333	20366
9.63257098197937	63	56.333332	5.05525	64.0	47.0	56.333333333333336	5.055250296034367	338	20704
9.737966060638428	64	53.166668	7.080882	65.0	44.0	53.166666666666664	7.080881928749334	319	21023
9.835813045501709	65	39.0	5.5677643	48.0	30.0	39.0	5.5677643628300215	312	21335
9.934138059616089	66	33.1	10.9494295	46.0	10.0	33.1	10.949429208867466	331	21666
10.027965068817139	67	33.88889	5.4046164	40.0	22.0	33.888888888888886	5.4046162253401375	305	21971
10.121607065200806	68	25.083334	6.588606	37.0	14.0	25.083333333333332	6.588605483880654	301	22272
10.2086501121521	69	21.133333	8.114733	34.0	7.0	21.133333333333333	8.114732829174901	317	22589
10.298075914382935	70	25.5	6.8007355	34.0	8.0	25.5	6.800735254367722	306	22895
10.387619018554688	71	23.76923	6.1538463	38.0	12.0	23.76923076923077	6.153846153846153	309	23204
10.47631311416626	72	23.76923	5.806546	33.0	16.0	23.76923076923077	5.806545989774037	309	23513
10.573354959487915	73	23.142857	5.2352805	32.0	14.0	23.142857142857142	5.235280629088199	324	23837
10.67531704902649	74	27.583334	8.519178	39.0	8.0	27.583333333333332	8.51917771201475	331	24168
10.775588035583496	75	33.3	5.0408335	41.0	25.0	33.3	5.040833264451424	333	24501
10.872128963470459	76	39.375	5.611094	49.0	28.0	39.375	5.61109392186586	315	24816
10.965927124023438	77	44.285713	6.6914506	54.0	35.0	44.285714285714285	6.691450530645925	310	25126
11.077497959136963	78	57.0	11.0151415	81.0	48.0	57.0	11.015141094572204	342	25468
11.209173917770386	79	75.8	15.561491	104.0	57.0	75.8	15.561490931141527	379	25847
11.346008062362671	80	90.5	24.088379	130.0	71.0	90.5	24.088378940891808	362	26209
11.539947986602783	81	147.33333	33.767178	183.0	102.0	147.33333333333334	33.76717669901086	442	26651
11.690146923065186	82	98.5	41.367256	145.0	32.0	98.5	41.36725758374611	394	27045
11.782114028930664	83	24.384615	12.911167	45.0	7.0	24.384615384615383	12.911166672770937	317	27362
11.907167911529541	84	102.333336	44.002525	163.0	60.0	102.33333333333333	44.00252518006463	307	27669
12.017674922943115	85	78.75	4.322904	84.0	72.0	78.75	4.322904116447646	315	27984
12.119154930114746	86	45.0	0.9258201	46.0	44.0	45.0	0.9258200997725514	315	28299
12.216596126556396	87	39.875	1.363589	42.0	37.0	39.875	1.3635890143294642	319	28618
12.309063911437988	88	35.666668	1.6329932	38.0	33.0	35.666666666666664	1.632993161855452	321	28939
12.403307914733887	89	19.9375	15.335697	37.0	3.0	19.9375	15.335696715506602	319	29258
12.501002073287964	90	6.911111	9.806624	39.0	3.0	6.911111111111111	9.806624115525683	311	29569
12.604568004608154	91	19.235294	17.745022	42.0	4.0	19.235294117647058	17.74502220761611	327	29896
12.70567512512207	92	44.42857	0.9035079	46.0	43.0	44.42857142857143	0.9035079029052513	311	30207
12.813780069351196	93	52.5	1.3844373	54.0	50.0	52.5	1.3844373104863459	315	30522
12.924417972564697	94	63.2	1.1661904	65.0	62.0	63.2	1.16619037896906	316	30838
13.03541898727417	95	77.75	2.384848	81.0	75.0	77.75	2.384848003542364	311	31149
13.1582510471344	96	108.666664	0.94280905	110.0	108.0	108.66666666666667	0.9428090415820634	326	31475
13.418097019195557	97	238.5	48.5	287.0	190.0	238.5	48.5	477	31952
13.566558122634888	98	122.0	2.1602468	125.0	120.0	122.0	2.160246899469287	366	32318
13.689151048660278	99	83.5	4.387482	91.0	80.0	83.5	4.387482193696061	334	32652
