Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5344319343566895	0	18.777779	9.160436	48.0	9.0	18.77777777777778	9.160435592640429	1014	1014
0.8333868980407715	1	25.4	13.812675	60.0	10.0	25.4	13.81267533825363	1016	2030
1.0783319473266602	2	29.470589	18.433083	91.0	11.0	29.470588235294116	18.433082941081853	1002	3032
1.353381872177124	3	39.03846	26.092264	121.0	16.0	39.03846153846154	26.092263470572107	1015	4047
1.6198008060455322	4	39.26923	25.947517	114.0	13.0	39.26923076923077	25.94751758143837	1021	5068
1.8850288391113281	5	44.130436	20.154411	85.0	10.0	44.130434782608695	20.154413364616538	1015	6083
2.163705825805664	6	39.153847	21.322962	89.0	14.0	39.15384615384615	21.322960372641845	1018	7101
2.5008018016815186	7	65.75	46.08484	169.0	12.0	65.75	46.084840240582366	1052	8153
2.8106958866119385	8	63.25	34.658154	118.0	20.0	63.25	34.65815199920504	1012	9165
3.1524319648742676	9	79.23077	42.701385	142.0	22.0	79.23076923076923	42.701385036362325	1030	10195
3.4869468212127686	10	80.61539	47.410706	188.0	17.0	80.61538461538461	47.41070710218309	1048	11243
3.840345859527588	11	95.63636	47.132835	200.0	24.0	95.63636363636364	47.13283496917414	1052	12295
4.214470863342285	12	115.888885	48.81813	200.0	52.0	115.88888888888889	48.818130612951684	1043	13338
4.551090955734253	13	84.5	46.232204	184.0	36.0	84.5	46.23220378336584	1014	14352
4.986822843551636	14	112.77778	48.968872	200.0	37.0	112.77777777777777	48.96887396381451	1015	15367
5.382162809371948	15	126.375	52.3568	200.0	33.0	126.375	52.35679874667663	1011	16378
5.803701877593994	16	173.0	25.337719	200.0	134.0	173.0	25.337718918639855	1038	17416
6.284173965454102	17	192.33333	12.023126	200.0	168.0	192.33333333333334	12.023125864580955	1154	18570
6.6839399337768555	18	168.0	36.013885	200.0	103.0	168.0	36.013886210738214	1008	19578
7.115824937820435	19	178.0	24.919872	200.0	131.0	178.0	24.919871588754223	1068	20646
7.5630128383636475	20	162.14285	39.9801	200.0	113.0	162.14285714285714	39.980097089243124	1135	21781
8.046074867248535	21	191.16667	15.037916	200.0	159.0	191.16666666666666	15.03791504460937	1147	22928
8.556482791900635	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24128
9.068260908126831	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	25328
9.587770938873291	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	26528
10.145349979400635	25	198.83333	2.608746	200.0	193.0	198.83333333333334	2.6087459737497545	1193	27721
10.731875896453857	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	28921
11.29227089881897	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	30121
11.829707860946655	28	192.83333	10.237459	200.0	176.0	192.83333333333334	10.237458451957476	1157	31278
12.24855089187622	29	168.0	29.200457	200.0	127.0	168.0	29.20045661743437	1008	32286
12.671892881393433	30	156.14285	13.173877	178.0	136.0	156.14285714285714	13.173876438169717	1093	33379
13.059204816818237	31	145.57143	17.59754	175.0	120.0	145.57142857142858	17.597541572269552	1019	34398
13.45749282836914	32	112.5	44.589798	146.0	15.0	112.5	44.58979703923309	1125	35523
13.865463972091675	33	122.666664	35.97839	156.0	27.0	122.66666666666667	35.9783885748715	1104	36627
14.309570789337158	34	124.0	9.683893	139.0	106.0	124.0	9.683892697555967	1116	37743
14.661634922027588	35	102.2	40.13677	131.0	12.0	102.2	40.13676618762403	1022	38765
15.014200925827026	36	100.7	41.482647	143.0	16.0	100.7	41.48264697436748	1007	39772
15.400980949401855	37	120.0	7.8598843	134.0	109.0	120.0	7.859884081701064	1080	40852
15.801222801208496	38	116.888885	29.372868	138.0	37.0	116.88888888888889	29.372868979702435	1052	41904
16.213823795318604	39	134.875	13.706181	163.0	116.0	134.875	13.706180175380739	1079	42983
16.641812801361084	40	149.71428	7.814168	162.0	140.0	149.71428571428572	7.814168189244195	1048	44031
17.0728600025177	41	173.5	5.2519836	180.0	163.0	173.5	5.251983752196243	1041	45072
17.56968092918396	42	189.83333	13.704217	200.0	162.0	189.83333333333334	13.704216707114478	1139	46211
18.09654688835144	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	47411
18.62691593170166	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	48611
19.187748908996582	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	49811
19.750751972198486	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	51011
20.297101974487305	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	52211
20.834139823913574	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	53411
21.391300916671753	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	54611
21.943864822387695	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	55811
22.492401838302612	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	57011
23.028777837753296	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	58211
23.55490493774414	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	59411
24.079227924346924	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	60611
24.66535782814026	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	61811
25.21981692314148	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	63011
25.705917835235596	57	179.33333	46.21207	200.0	76.0	179.33333333333334	46.21207153499566	1076	64087
26.237830877304077	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	65287
