Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.3326659202575684	0	21.960526	12.319335	73.0	8.0	21.960526315789473	12.319333816724992	5007	5007
2.4008469581604004	1	23.041285	12.907688	83.0	8.0	23.041284403669724	12.907687141433701	5023	10030
3.397381067276001	2	26.209425	15.452954	134.0	8.0	26.209424083769633	15.452955636001024	5006	15036
4.418256998062134	3	29.350878	18.470926	117.0	9.0	29.350877192982455	18.470926636459794	5019	20055
5.496363878250122	4	34.122448	18.140383	94.0	10.0	34.12244897959184	18.140381518081327	5016	25071
6.648003101348877	5	35.615383	21.971666	171.0	11.0	35.61538461538461	21.971667413012035	5093	30164
7.775361061096191	6	41.51639	22.01424	117.0	11.0	41.51639344262295	22.01424040105329	5065	35229
8.843729972839355	7	43.486958	20.865768	133.0	13.0	43.48695652173913	20.86576777044841	5001	40230
9.909247875213623	8	47.31132	20.840528	125.0	20.0	47.31132075471698	20.840528008895774	5015	45245
10.97121787071228	9	52.135418	26.104208	169.0	16.0	52.135416666666664	26.104206155197588	5005	50250
12.023108959197998	10	60.253014	27.769638	171.0	15.0	60.25301204819277	27.769639039306018	5001	55251
13.090528011322021	11	60.253014	25.782146	149.0	22.0	60.25301204819277	25.782147261886273	5001	60252
14.127959966659546	12	63.392406	28.24146	200.0	22.0	63.392405063291136	28.241462346725132	5008	65260
15.183218955993652	13	67.42667	27.003294	143.0	18.0	67.42666666666666	27.003295272161793	5057	70317
16.292134046554565	14	72.521736	31.368593	156.0	30.0	72.52173913043478	31.368593494847524	5004	75321
17.437015056610107	15	71.5	28.920952	188.0	20.0	71.5	28.92095137735667	5005	80326
18.5537850856781	16	77.246155	31.461348	200.0	35.0	77.24615384615385	31.461346623451238	5021	85347
19.600141048431396	17	80.91936	30.314108	175.0	30.0	80.91935483870968	30.314107429729578	5017	90364
20.6473388671875	18	77.12308	26.640923	151.0	38.0	77.12307692307692	26.64092149729157	5013	95377
21.715234994888306	19	79.01538	30.378378	193.0	41.0	79.01538461538462	30.37837910685432	5136	100513
22.771116018295288	20	83.21311	33.542786	194.0	33.0	83.21311475409836	33.54278635605299	5076	105589
23.79619288444519	21	93.09259	39.48852	200.0	41.0	93.0925925925926	39.48852084421052	5027	110616
24.86164903640747	22	94.18519	31.339287	173.0	30.0	94.18518518518519	31.33928671224623	5086	115702
25.920602083206177	23	108.17021	38.94312	200.0	42.0	108.17021276595744	38.94312227204126	5084	120786
27.008064031600952	24	129.8718	31.829819	200.0	74.0	129.87179487179486	31.829819503084657	5065	125851
28.139556884765625	25	157.09375	33.979183	200.0	74.0	157.09375	33.97918423001794	5027	130878
29.20701789855957	26	157.1875	37.107475	200.0	81.0	157.1875	37.10747692514273	5030	135908
30.23736310005188	27	156.84375	33.850876	200.0	73.0	156.84375	33.850876442678704	5019	140927
31.26821804046631	28	164.96774	26.728607	200.0	107.0	164.96774193548387	26.728604794414228	5114	146041
32.34409999847412	29	176.6207	20.882946	200.0	134.0	176.6206896551724	20.88294766005632	5122	151163
33.411449909210205	30	173.2	26.379791	200.0	119.0	173.2	26.37979024430129	5196	156359
34.43879294395447	31	170.1	22.959892	200.0	133.0	170.1	22.95989256653146	5103	161462
35.508769035339355	32	167.93333	20.974482	200.0	134.0	167.93333333333334	20.974481850307743	5038	166500
36.54907989501953	33	183.85715	22.087027	200.0	127.0	183.85714285714286	22.087026388671642	5148	171648
37.66177701950073	34	196.65384	9.294093	200.0	158.0	196.65384615384616	9.294093689800684	5113	176761
38.81940197944641	35	197.26923	9.629912	200.0	154.0	197.26923076923077	9.62991210243332	5129	181890
39.88083100318909	36	193.96153	12.448296	200.0	155.0	193.96153846153845	12.448295432371358	5043	186933
40.9689679145813	37	199.88461	0.5769231	200.0	197.0	199.8846153846154	0.5769230769230769	5197	192130
42.050225019454956	38	200.0	0.0	200.0	200.0	200.0	0.0	5200	197330
43.141637086868286	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	202530
44.22592306137085	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	207730
45.32879304885864	41	199.53847	2.3076923	200.0	188.0	199.53846153846155	2.307692307692307	5188	212918
46.393943071365356	42	200.0	0.0	200.0	200.0	200.0	0.0	5200	218118
47.506152868270874	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	223318
48.67610692977905	44	200.0	0.0	200.0	200.0	200.0	0.0	5200	228518
49.818897008895874	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	233718
50.898776054382324	46	197.34616	13.269231	200.0	131.0	197.34615384615384	13.269230769230768	5131	238849
52.08553600311279	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	244049
53.19292092323303	48	200.0	0.0	200.0	200.0	200.0	0.0	5200	249249
54.290607929229736	49	198.84616	5.769231	200.0	170.0	198.84615384615384	5.769230769230769	5170	254419
55.38222599029541	50	198.46153	7.692307	200.0	160.0	198.46153846153845	7.6923076923076925	5160	259579
56.49852895736694	51	200.0	0.0	200.0	200.0	200.0	0.0	5200	264779
57.61211895942688	52	200.0	0.0	200.0	200.0	200.0	0.0	5200	269979
58.737518072128296	53	191.2963	23.072857	200.0	113.0	191.2962962962963	23.072855327185792	5165	275144
59.84983706474304	54	199.07692	4.615384	200.0	176.0	199.07692307692307	4.615384615384616	5176	280320
60.95486807823181	55	197.38461	11.906937	200.0	138.0	197.3846153846154	11.906936966701137	5132	285452
62.06529402732849	56	198.8077	3.1746502	200.0	188.0	198.80769230769232	3.1746499597379088	5169	290621
